avgAnnCount,avgDeathsPerYear,TARGET_deathRate,incidenceRate,medIncome,popEst2015,povertyPercent,studyPerCap,binnedInc,MedianAge,MedianAgeMale,MedianAgeFemale,Geography,AvgHouseholdSize,PercentMarried,PctNoHS18_24,PctHS18_24,PctSomeCol18_24,PctBachDeg18_24,PctHS25_Over,PctBachDeg25_Over,PctEmployed16_Over,PctUnemployed16_Over,PctPrivateCoverage,PctPrivateCoverageAlone,PctEmpPrivCoverage,PctPublicCoverage,PctPublicCoverageAlone,PctMarriedHouseholds,BirthRate
40,13,120.2,432.5,49517,5163,10.7,0,"(48021.6, 51046.4]",48.9,47.6,50.9,"Thayer County, Nebraska",2.15,67,21.5,22.7,,9.2,37,14.8,,1.7,74,54.6,39.3,36.1,16.8,59.54720205,6.35451505
30,14,215,453.6,41344,7064,34,0,"(40362.7, 42724.4]",28.6,27.5,30.3,"Thurston County, Nebraska",3.3,40.9,30.2,32.9,,3,35.5,9.2,,14.4,39.9,31.5,26.1,39.1,28.4,41.69865643,8.467741935
24,12,156.3,350.1,44726,4154,12.3,0,"(42724.4, 45201]",46,44.2,46.6,"Valley County, Nebraska",2.21,64.2,17.2,34.4,,3.1,42.6,14.5,67,1.4,70.5,,35.6,38.3,16.9,56.87928308,5.01285347
104,39,159.2,431.4,69191,20248,7.4,0,"(61494.5, 125635]",41.2,40.1,42.4,"Washington County, Nebraska",2.48,63.5,13,24.9,,11.2,31.1,22.6,68,1.4,82.4,68.2,58.2,22.9,8.3,62.95743092,5.725611099
39,15,142.1,392,53290,9367,13.6,0,"(51046.4, 54545.6]",30.1,27.2,32.2,"Wayne County, Nebraska",2.33,53.9,3.6,17.7,,2.4,20.5,25.8,66.8,3,82.7,66.6,57.2,22.2,9.1,58.74285714,5.981533521
31,12,162.7,495.5,40979,3625,12.7,0,"(40362.7, 42724.4]",47.5,45.5,49,"Webster County, Nebraska",2.31,57.2,28,31.1,,3.5,36.1,12.9,56.7,4.7,69.1,50.4,38.5,38.3,17.7,54.25257732,3.524229075
72,33,164.7,389.2,51335,13806,10.6,0,"(51046.4, 54545.6]",41.3,38.2,43.6,"York County, Nebraska",2.31,56.5,13.6,25.8,55.3,5.3,32.6,19,65.5,2,77.4,58.2,44.1,28.9,11.6,55.1213419,6.993486459
1962.667684,62,211,453.5494221,46840,24200,13.2,0,"(45201, 48021.6]",38.9,37.1,40.8,"Churchill County, Nevada",2.51,51.6,19.8,39.3,,1.4,35,10.9,48.4,11.9,63,,34.9,37,17.3,49.69920844,7.724034496
1962.667684,3120,167.7,453.5494221,51241,2114801,15.6,405.2390745,"(51046.4, 54545.6]",36.4,35.9,37,"Clark County, Nevada",2.78,44.6,20.2,35.5,,4.9,28.8,15.1,57.7,10.8,62.9,51.7,45.4,27.3,16,43.81306543,5.125073246
1962.667684,108,145.2,453.5494221,60322,47710,10.3,0,"(54545.6, 61494.5]",49.4,48.7,50,"Douglas County, Nevada",2.37,58.9,17.3,38.6,,5,24.7,16.4,51.5,8.5,70.7,48.9,39.6,35.8,12.9,56.13529501,5.193753615
1962.667684,55,143.2,453.5494221,72648,51935,10.8,0,"(61494.5, 125635]",33.5,32.9,34.1,"Elko County, Nevada",2.87,56.6,19,33.7,42.3,5.1,26.8,12.3,67,5.5,73,63.9,60.9,18.5,10,57.82097649,6.700733537
1962.667684,4,262.1,453.5494221,47180,829,14,0,"(45201, 48021.6]",46.5,43,47.5,"Esmeralda County, Nevada",2.35,44.3,1.2,62.7,36.1,0,43.2,12.6,46,11.9,56.5,38.8,34.9,37.1,16.5,40.57971014,4.326923077
1962.667684,4,178.7,453.5494221,70535,2016,9.8,0,"(61494.5, 125635]",43.9,44.9,42.6,"Eureka County, Nevada",2.17,64.7,48.1,19.2,32.7,0,35.8,14.2,64,4.7,76.4,63.3,52.6,18.6,2.6,56.06258149,2.412868633
1962.667684,27,191.5,453.5494221,67423,17019,10.7,0,"(61494.5, 125635]",35.3,34.9,35.4,"Humboldt County, Nevada",2.74,51.6,31.9,40.2,,4.7,37.4,8.8,64.5,7.8,69.4,59.2,53.9,20.6,11.6,51.35794438,5.517423442
1962.667684,7,123.8,453.5494221,74347,5903,11,0,"(61494.5, 125635]",37.2,36.4,37.6,"Lander County, Nevada",2.79,54.3,24.3,51.6,,3.3,37.5,4.7,59.8,12,69.1,57.3,53.7,24.4,11.3,56.90633869,11.63179916
1962.667684,9,127.4,453.5494221,45629,5036,15.1,0,"(45201, 48021.6]",37.4,37.3,38.1,"Lincoln County, Nevada",2.55,56.8,30.1,38.4,30.7,0.8,32.1,15.9,41,11.8,64.1,51.8,48.5,31.5,15.5,59.21402018,4.519774011
1962.667684,124,195.7,453.5494221,48576,52585,13.7,0,"(48021.6, 51046.4]",43.2,43.1,43.4,"Lyon County, Nevada",2.63,51.1,30.2,36.7,,0.2,30.2,11.1,48.6,13.6,61.1,44.5,38.6,37.5,19.1,51.96681008,4.62962963
1962.667684,20,254.3,453.5494221,40714,4478,19,0,"(40362.7, 42724.4]",48.7,48,49.2,"Mineral County, Nevada",0.0225,41.8,6.1,42.3,51.6,0,31.2,6.8,48.1,15.4,58.1,39.6,36.4,43.2,21.6,34.42211055,9.518477044
1962.667684,154,213.5,453.5494221,42881,42477,16.8,0,"(42724.4, 45201]",50.8,50.8,50.8,"Nye County, Nevada",0.0242,54.4,32.3,41.2,,3.3,35.6,9.2,39.7,13.4,53.1,34.6,30.2,48.2,25,52.18339358,6.302577113
1962.667684,9,121.8,453.5494221,52001,6634,18.5,0,"(51046.4, 54545.6]",41.3,39.5,44.1,"Pershing County, Nevada",2.29,44.8,38,28.9,,0,35.4,7.5,36.9,9.5,59.9,43.8,38.1,34.7,19.1,51.4162266,14.62113127
1962.667684,7,132.6,453.5494221,55291,3987,8.4,0,"(54545.6, 61494.5]",54.7,54,55.6,"Storey County, Nevada",2.2,53.5,16.9,43.5,,13.7,29.5,14.1,50.4,10.3,68.5,48,40.6,34.1,13.2,52.23542728,1.17820324
1962.667684,727,166,453.5494221,52862,446903,15.4,170.0592746,"(51046.4, 54545.6]",37.6,36.8,38.4,"Washoe County, Nevada",2.58,47,15.9,28.7,,7.8,24,18.2,59.6,9.1,65.4,,45.7,28.1,15.6,45.20183955,5.642578635
1962.667684,23,188.4,453.5494221,57243,9811,13.7,0,"(54545.6, 61494.5]",39.4,38.4,40.3,"White Pine County, Nevada",2.71,44.8,23.9,47.1,,4.3,34.5,8.8,43.8,10.6,67.6,51.7,48.4,31.9,13.7,53.24756825,5.470459519
1962.667684,145,193.5,453.5494221,45639,54521,19.3,36.68311293,"(45201, 48021.6]",42.6,41.2,44.4,"Carson City, Nevada",2.43,45.1,17.4,33.7,,5.1,28.6,12.8,52.9,11.3,61.3,45.9,41.5,35.6,18.7,42.93785311,4.262413265
411,151,182.6,508.6,59831,60641,10,329.8098646,"(54545.6, 61494.5]",46.1,45.3,46.8,"Belknap County, New Hampshire",2.42,54.2,15.4,37.9,36.2,10.5,31.5,19.1,60.8,5.3,69.6,,48.6,33.9,16.8,53.36016587,4.824422651
360,133,168.8,481.8,57556,47285,10.7,0,"(54545.6, 61494.5]",50.3,49.3,51,"Carroll County, New Hampshire",2.22,59.4,14.8,44.4,37.5,3.4,31.4,20,56.6,5.8,70,47.9,40.2,36.4,13.4,54.68263699,7.381867511
452,156,162.8,489.4,56008,75909,11.8,13.17366847,"(54545.6, 61494.5]",42,41.4,42.5,"Cheshire County, New Hampshire",2.34,48.4,6.1,24.1,60.9,9,33.8,19.4,62.2,6.1,75,60.3,55,28.7,12.7,48.86415562,4.687933426
223,93,181.6,459.2,42491,31212,14.9,32.03895937,"(40362.7, 42724.4]",48.1,46.7,49.5,"Coos County, New Hampshire",2.13,51.5,13.2,43.9,,7.6,39.1,11.7,54.2,6.9,61.8,43.2,38.6,43.5,22.5,48.23214537,5.975049245
487,178,155,435.5,56353,89320,11.6,78.36990596,"(54545.6, 61494.5]",41.9,40.5,43.1,"Grafton County, New Hampshire",2.35,48.5,6.6,25.6,,10.9,28.6,20.2,59.7,5,72.3,57.3,51,29.4,14,49.5875553,6.078496198
2075,694,163.2,482.2,71233,406678,8.7,105.7347582,"(61494.5, 125635]",40.1,39.2,41.1,"Hillsborough County, New Hampshire",2.55,51.4,12.9,31.8,40.4,14.9,27.2,23,66.1,5.9,76.7,64.4,59,25.2,12.7,51.98701098,5.055576216
879,309,173.1,507.6,62429,147994,9.5,378.3937187,"(61494.5, 125635]",42.6,41.4,43.7,"Merrimack County, New Hampshire",2.49,51.5,10.9,29.9,49.9,9.3,28.4,21.5,62.9,5.2,76.3,61.5,56.3,28.3,13.1,53.12759016,3.901815696
1758,570,172.2,518.8,79653,301777,6.1,72.90151337,"(61494.5, 125635]",43.5,42.6,44.3,"Rockingham County, New Hampshire",2.51,56.8,13.5,30.9,,16.9,26.9,24.6,68,5.6,82.7,,62.1,22.3,9,57.13535713,4.370734571
643,227,177.6,502.6,58577,126825,11.8,94.61856889,"(54545.6, 61494.5]",37.2,36.1,38.3,"Strafford County, New Hampshire",2.48,46.8,6.1,23.5,,7.9,28,21.1,64.3,6.5,74.8,61,54.5,26.2,12.4,49.94167427,3.681800261
273,102,171.9,475.7,57142,42967,10.4,0,"(54545.6, 61494.5]",45.1,44.4,46.3,"Sullivan County, New Hampshire",2.44,50.9,17.4,44,,6.6,37,16.4,60.6,5.8,69.6,53.7,48.8,33.3,15.6,49.85074627,3.657874742
1624,584,179.5,505.5,54208,274219,15.1,43.76064386,"(51046.4, 54545.6]",40.6,38.9,42,"Atlantic County, New Jersey",2.64,45.1,12.3,32.4,45.8,9.4,32.9,17,58,12.5,66.9,49.9,45.3,33.4,17.7,44.80543715,4.69661296
5164,1722,147.3,468.1,84309,938506,7.6,330.3122196,"(61494.5, 125635]",41.5,40,42.9,"Bergen County, New Jersey",2.73,54.2,10.1,25,47.3,17.6,24.3,29.5,61.4,6.5,75.5,64.3,57.8,23.3,11.8,56.4163314,4.077070131
2768,914,171.6,531.8,80479,450226,7.2,446.4424533,"(61494.5, 125635]",41,39.2,42.6,"Burlington County, New Jersey",2.66,50.8,11.3,34.5,41.1,13,29.5,23.3,61,8.5,81.4,65.2,58.6,25.7,10.6,53.74561974,4.910516481
2963,1039,182.8,530.9,61685,510923,13,972.7493184,"(61494.5, 125635]",38.3,36.6,40.1,"Camden County, New Jersey",2.71,44.7,13.1,33.2,,11.6,31.3,19.4,59.6,10.2,68.3,55.7,51.4,31.9,18.6,45.97396038,5.434939238
847,314,193.1,559.1,55409,94727,13,179.4630887,"(54545.6, 61494.5]",48.3,46.7,49.9,"Cape May County, New Jersey",2.3,53.4,14.3,33.2,41.9,10.7,34.1,19.5,53,10,72.1,50.9,44.8,38.2,16.8,51.14075027,5.43325019
847,317,189.6,511.3,45438,155854,19.5,128.3252275,"(45201, 48021.6]",36.9,35.6,38.8,"Cumberland County, New Jersey",2.86,39.6,17.6,40.9,,7.5,39.4,10.5,51,11.1,59.4,46.5,43.4,38.4,24,43.66264295,5.846434788
3553,1272,161.8,450.6,54603,797434,16.7,137.9424504,"(54545.6, 61494.5]",36.9,35.4,38.4,"Essex County, New Jersey",2.77,39.1,13.7,29,,11.1,28.7,19.8,57.7,13,59.9,50.2,46.3,31.7,21.1,39.00426129,5.084469955
1691,602,193.5,544.2,78983,291479,8.2,106.3541456,"(61494.5, 125635]",39.6,38.2,40.8,"Gloucester County, New Jersey",2.74,51.7,10.6,30.4,48,10.9,34.3,19.9,61.3,9.2,78,64.6,60.1,26.2,12.8,55.37173438,4.878014043
2353,876,152.6,399.5,57720,674836,17.7,1.481841514,"(54545.6, 61494.5]",34.7,33.8,35.6,"Hudson County, New Jersey",2.63,41.5,12.8,25,,19.1,26.1,23.8,62.7,9.3,56.5,48.8,44.6,29.6,21.3,38.47522277,5.344239425
731,210,145.1,496.3,103876,125488,4.7,47.81333673,"(61494.5, 125635]",45,43.5,46.1,"Hunterdon County, New Jersey",2.6,57.7,16.6,29.8,,15.1,22.7,29.3,64,5.9,87.5,73.3,67.5,20.5,7.1,62.07381821,4.22223833
1997,648,160.3,504.7,73750,371398,11.8,96.93105509,"(61494.5, 125635]",38.4,36.9,39.9,"Mercer County, New Jersey",2.69,47.2,12.1,25,50.9,12,25.6,20.7,59.5,9.4,73.1,60.6,55.9,27.4,14.5,49.8130927,4.725836381
3980,1357,156.7,466.7,77330,840900,8.3,89.19015341,"(61494.5, 125635]",37.7,36.6,38.9,"Middlesex County, New Jersey",2.85,51.6,9,22.1,54.8,14.1,26.3,24.5,60.4,7.5,74.6,64.2,59.8,23,12.1,55.65982883,5.074989438
3887,1269,168.6,529.6,87220,628715,8.2,146.3302132,"(61494.5, 125635]",42.3,40.9,43.6,"Monmouth County, New Jersey",2.67,53.2,10.9,26.8,44.8,17.4,25.6,26.1,60.8,7.9,78.8,64.2,58.1,24.2,10.7,55.28066751,4.571872443
2795,884,150.3,488.5,100511,499509,5,122.1199218,"(61494.5, 125635]",42,40.8,43.3,"Morris County, New Jersey",2.72,56.7,12.2,25.9,,20.6,22.5,29.8,64.7,6.3,84,,65.8,19.8,7.5,59.86962292,3.635690867
4355,1607,174.2,524.9,62937,588721,11.9,62.84810632,"(61494.5, 125635]",42.8,40.4,45.1,"Ocean County, New Jersey",2.59,53.6,13,29.3,,12.4,36.1,18,53.6,8.8,70.9,51.5,46.3,38.5,19,53.40548509,6.13243835
2305,827,159.1,448.4,58030,510916,18.2,60.67533606,"(54545.6, 61494.5]",36.5,35.1,37.9,"Passaic County, New Jersey",3.09,44.3,13.1,32.8,,10.3,34.8,17.1,57.8,8.6,55.8,47.2,43.6,35.3,25,48.72735839,4.533343875
415,164,194.8,516.6,56645,64180,13.1,62.32471175,"(54545.6, 61494.5]",41.8,40.2,42.8,"Salem County, New Jersey",2.61,48.7,15.6,36.5,,9.1,38.6,14.3,55.8,10.6,69.1,54.3,50.4,35.2,18.7,49.59953998,5.98109071
1673,549,153.3,471,100194,333654,5,329.6828451,"(61494.5, 125635]",40.8,39.6,42,"Somerset County, New Jersey",2.81,56.6,13.5,27.4,,18.7,21.9,29.2,65,6,82.2,71.1,65.8,19.2,8.6,60.66311488,4.842990108
822,281,176.4,493.1,82048,143673,6.2,132.2447502,"(61494.5, 125635]",43.4,42.5,44.2,"Sussex County, New Jersey",2.67,55.9,12.2,28,,13,31,23.2,64,8.2,80.9,68.4,63.4,22.2,9.8,59.78569177,4.625184917
2663,909,155.6,463,68172,555786,11.1,25.18955137,"(61494.5, 125635]",38.1,36.5,39.5,"Union County, New Jersey",2.91,46.5,15.3,29.8,,13,29.7,19.7,62,9.8,65.9,56.1,51.1,27.5,17.1,49.27138445,5.746896424
623,227,175.1,485.9,71294,106869,8.3,28.0717514,"(61494.5, 125635]",42.6,41.4,43.7,"Warren County, New Jersey",2.52,54.5,14.6,27,45.2,13.2,34,19.7,61.3,9,76.9,62.9,58.3,26.3,12.4,54.94516044,4.839230894
2820,1031,147.1,404.1,47192,676685,18.7,294.0807022,"(45201, 48021.6]",36.5,35.2,37.9,"Bernalillo County, New Mexico",2.52,43.7,18.9,25.7,48.3,7.2,23.8,17.9,57.5,8.4,58.5,46,39.2,37.7,24.1,41.35260379,5.264795797
28,10,164.7,375.5,33256,3456,22.2,0,"[22640, 34218.1]",57.1,55.5,58.7,"Catron County, New Mexico",2.44,49.4,0,24.1,,12,36.3,14.8,33.6,4.6,62.3,37.6,30.7,44.3,13.1,53.13626532,0.689655172
272,123,164.5,375.8,38403,65764,23.4,0,"(37413.8, 40362.7]",34.8,32.9,36.7,"Chaves County, New Mexico",2.72,48.1,23.1,28.7,,1.7,27,11.9,52.9,7.6,49.6,36.6,32.2,44.9,29.4,48.11288532,8.496374333
109,42,146.5,375.5,35081,27329,28.8,0,"(34218.1, 37413.8]",36.2,35.2,37.8,"Cibola County, New Mexico",2.98,38.1,27.3,34.1,,2.5,36.5,8.4,44.9,15.3,40.4,28.5,26.7,50.4,35.7,39.63436072,6.744769874
76,30,139.9,377.4,37156,12414,20.5,0,"(34218.1, 37413.8]",47.6,46.9,48.4,"Colfax County, New Mexico",2.26,48.3,25.5,31.3,,2.5,33.9,14.9,45.8,9.5,57.1,34.7,27.6,50,26.1,44.21204472,5.741042345
153,66,143.8,336.5,42620,50398,19.2,0,"(40362.7, 42724.4]",30.7,29.3,32.9,"Curry County, New Mexico",2.72,48.7,15.8,34.4,,4.3,25.2,12.6,54,9.1,56.9,41.1,27.4,38.7,24.1,48.77216166,7.197033541
14,8,243.6,467.1,33789,1828,20.6,0,"[22640, 34218.1]",47.3,51.2,45.9,"De Baca County, New Mexico",3.84,27.6,59.1,8.6,,0,42.9,6.8,36.9,5.2,53.4,37.3,29.2,49.3,30.4,41.92307692,0
799,319,150.8,381,38974,214295,27.9,111.9951469,"(37413.8, 40362.7]",32.4,31.1,34,"Doña Ana County, New Mexico",2.8,46.2,14,21.3,,4.8,22,16.2,54,11.5,49.6,37.3,32,43.5,29.9,48.15681763,5.880465757
239,107,170.8,391.3,57007,57578,14.1,0,"(54545.6, 61494.5]",36.5,35.3,37.7,"Eddy County, New Mexico",2.66,50.3,23.4,35.6,38.9,2.2,34,10.7,60.1,5.8,62.3,49.5,44.6,34.9,21.3,49.8110282,9.558702453
166,76,159.4,366.5,38221,28609,19.1,454.4024608,"(37413.8, 40362.7]",46.5,44.6,48.1,"Grant County, New Mexico",2.37,45.8,20.4,30.5,46.6,2.5,26.9,12.8,,9.7,57,,32,52.6,30.3,43.28457447,5.998550199
21,8,142.8,361.2,29147,4371,25.8,0,"[22640, 34218.1]",41.6,40.9,41.9,"Guadalupe County, New Mexico",3.28,33.7,16.8,37.7,,3.2,40.2,7.8,35,1.2,60.6,38.7,34.5,50.5,20.2,41.44295302,3.558718861
22,11,166.3,357,34304,4423,24.5,678.2726656,"(34218.1, 37413.8]",41.8,40.6,42.4,"Hidalgo County, New Mexico",2.47,46.1,23.7,48.5,27.2,0.7,31,9.3,50,12.2,42.7,27.4,23.4,51.9,35,44.58424508,5.485232068
214,99,166.2,357.1,58994,71180,16.6,0,"(54545.6, 61494.5]",31.8,31.5,32.2,"Lea County, New Mexico",3.08,53.3,23.4,32.1,,2.7,30.5,8.1,59.1,5.9,55.6,45.7,42,33.4,22.1,55.62963308,7.530333184
117,41,123.4,363.9,39995,19420,20.1,1287.332647,"(37413.8, 40362.7]",50.4,48.4,51.1,"Lincoln County, New Mexico",2.33,52.2,24.2,26,,9,26.6,19.5,48.3,7.3,54.5,33.4,26.7,51.7,27.8,47.57636514,8.532518066
94,27,114.5,406.2,108477,17785,4.2,0,"(61494.5, 125635]",43.5,41.8,45.1,"Los Alamos County, New Mexico",2.34,65.5,23.5,26,41.6,8.9,10.8,24.9,62.1,3.5,89.6,,66.7,21.2,4.2,59.63230466,5.543652919
144,64,181.8,420.6,27268,24518,30.6,0,"[22640, 34218.1]",39,38.3,39.2,"Luna County, New Mexico",2.7,47.1,21.1,44.3,,0.5,31.6,6.9,44.4,13.8,37.5,24.2,21.8,55.1,37.9,44.70367094,8.62924023
205,82,137.7,332.9,29497,76708,35.8,0,"[22640, 34218.1]",30.8,29,32.3,"McKinley County, New Mexico",3.97,33.5,25.1,35.8,,2.9,33.1,6.7,42.4,15.5,25,19.6,16.8,47.9,37.6,39.14033281,7.322096363
25,10,134.3,359,27627,4596,24.2,0,"[22640, 34218.1]",42.6,44,42.6,"Mora County, New Mexico",2.81,41.2,12.8,10.6,,27.4,35.6,6.8,31.9,5.4,27.8,16.8,14.3,62.7,46.6,43.34945586,1.084812623
286,122,161.1,393,41736,64362,20.2,15.53711818,"(40362.7, 42724.4]",35.6,33.1,37.9,"Otero County, New Mexico",2.63,49.1,16,34.1,,3.7,29.5,9,43.2,12.7,53.2,,19.5,47.2,27.5,48.6479635,8.221797323
56,27,190.6,412.7,29069,8455,23.9,0,"[22640, 34218.1]",45.7,43.7,48.2,"Quay County, New Mexico",2.59,45,34.7,36.3,,4.1,38.8,9.1,41.6,5,54.8,,29.3,51.2,25.9,42.24678817,4.063068526
164,71,155.5,351.8,34902,39465,24.1,0,"(34218.1, 37413.8]",40.1,39.6,40.6,"Rio Arriba County, New Mexico",2.86,41.9,23.8,31.7,,2.7,31.8,10.6,48.5,11.4,48.8,36.2,32,42.5,26.6,41.29643117,3.902327704
68,32,163.5,360.7,36108,19120,24,0,"(34218.1, 37413.8]",29.4,28,30.8,"Roosevelt County, New Mexico",2.62,45.1,12.2,12.8,,4.9,25.3,12.8,53.1,9.7,54.7,41.4,32.4,40,25.2,45.45454545,4.392712551
564,188,135.7,395.4,56142,139394,12.6,0,"(54545.6, 61494.5]",469.2,37.6,40.1,"Sandoval County, New Mexico",2.83,49.7,17.8,30.7,,2.9,25.9,16.6,55.1,9.2,63.8,,43.1,35.9,21.1,51.87665603,5.497053425
435,166,136.7,356.1,47520,118737,21,202.1273908,"(45201, 48021.6]",34.2,33.1,35.2,"San Juan County, New Mexico",3.04,46.6,23,31,,1.5,32.1,9.1,54.6,9.2,50.4,40.2,36.4,37.1,24.4,48.79315011,6.09617959
125,57,158.2,355.6,32964,27967,25.5,0,"[22640, 34218.1]",42.5,42.1,42.9,"San Miguel County, New Mexico",2.51,33,16.8,24.6,,6.4,28.4,10.5,41.4,6.4,46.4,31.7,24.1,48.1,30.2,31.9243604,5.744748568
691,231,126.1,374.3,52628,148686,14.2,60.53024495,"(51046.4, 54545.6]",44.4,42.7,46.2,"Santa Fe County, New Mexico",2.35,47.6,25.2,25.9,,6.9,21.4,20.4,,7.9,60.1,45.1,36.3,35.9,19.7,43.68165547,4.017424976
100,47,190.3,424.2,29036,11282,23.8,0,"[22640, 34218.1]",55.6,54.7,56.5,"Sierra County, New Mexico",2.25,47.9,17.1,51.8,,3.3,33.7,12.3,39.8,6.8,50.8,,22.5,57.6,27.8,44.70658208,8.198614319
84,34,167.8,404.4,32285,17256,31,0,"[22640, 34218.1]",36.8,33.9,42.8,"Socorro County, New Mexico",3.43,28.5,21.6,31.9,39,7.5,33.4,10.6,41.9,7.3,50.5,,31.9,47.1,29,36.04204568,2.688172043
154,62,135.2,339,36125,32907,19.2,0,"(34218.1, 37413.8]",46.8,46.1,48.5,"Taos County, New Mexico",2.44,42.4,23.4,36.4,34.5,5.8,25.4,16.9,52.8,10.7,47.3,32,23.8,50.3,29.3,41.50030248,4.706601467
108,32,164.3,558.5,37311,15485,27.6,64.57862448,"(34218.1, 37413.8]",43.3,43.1,43.5,"Torrance County, New Mexico",2.81,49.1,32,30.9,,2.3,34.2,10.4,41.6,11.2,42,30.1,24.8,52.1,36.8,50.52141527,2.98792117
18,9,151.6,303,36684,4201,19.4,0,"(34218.1, 37413.8]",40.3,38.2,45.2,"Union County, New Mexico",2.39,44.5,15.4,23.7,,12,35.3,11,46.5,2.1,48.2,34.2,28.7,44.4,28.1,47.01731879,3.536585366
334,133,163.1,402.3,40591,75737,24.5,330.0896524,"(40362.7, 42724.4]",38.5,36.9,40,"Valencia County, New Mexico",2.78,49.2,18.6,36.2,,1.6,31.9,10.8,47.3,12.4,52.6,37.9,33.9,46.1,29.7,51.14469717,6.407674997
1775,637,176.1,505.9,60371,309381,13.5,420.193871,"(54545.6, 61494.5]",37.9,36.4,39.6,"Albany County, New York",2.35,40.8,7.2,23.6,51.8,17.4,26.5,20.1,60.7,6.4,77.7,62.2,57.6,30.1,14.2,40.08229986,3.774039071
282,105,177.2,490.7,42655,47462,18.3,0,"(40362.7, 42724.4]",38.3,36.8,39.7,"Allegany County, New York",2.36,47.6,7.2,21.4,,5.7,38.7,9.8,51.8,9.2,67.8,50.6,45.7,38.7,20.2,49.29176921,4.844731809
5834,2059,162,455.3,33687,1455444,31.5,241.1635212,"[22640, 34218.1]",33.2,30.9,35.2,"Bronx County, New York",2.86,31,24.2,26.4,,6.8,27.3,12.3,51.2,14,43.1,32.5,29.5,52,38.2,27.30922949,5.67890152
1235,442,163.6,494.4,46283,196567,17.2,106.8338022,"(45201, 48021.6]",39.9,37.8,42,"Broome County, New York",2.37,43.8,9.7,24.4,,11.6,32.2,15,54.1,7.8,69.2,52.4,47.5,38.9,21.2,43.30106657,4.2987606
515,171,167.9,517.8,43892,77922,16.2,0,"(42724.4, 45201]",41.4,40.6,42.1,"Cattaraugus County, New York",2.41,48.7,18.3,32.9,,5.5,40.9,10.3,54.3,8.2,67.3,,44,39.8,18.7,46.90374585,4.82052462
465,163,158.6,470.8,52792,78288,12.7,102.1867975,"(51046.4, 54545.6]",42.5,41.2,44,"Cayuga County, New York",0.0243,46.8,19.4,27.7,45.6,7.3,34.1,12.5,56.9,7.3,71,53.2,48.7,36.2,17.9,45.81880408,5.470136014
950,315,173.2,550.1,41757,130779,19.3,267.6270655,"(40362.7, 42724.4]",41.7,40.2,43.1,"Chautauqua County, New York",2.36,47,13.8,25,,6.5,35.5,11.3,53.6,7.8,66.5,,45,41,22.4,45.57763418,6.073151538
559,214,183.8,508.2,48880,87071,18.2,195.2429626,"(48021.6, 51046.4]",40.9,39.6,42.3,"Chemung County, New York",2.35,48.3,14.1,33.7,,8.1,35.6,12.8,53.8,5.4,68.8,52.7,49.9,39,21.4,45.98629397,5.089635277
337,121,180.3,512.4,46387,48844,16.7,0,"(45201, 48021.6]",43.8,42.6,45,"Chenango County, New York",0.0249,50.2,16.6,36.4,41.2,5.8,39.2,9.5,53.6,7.1,66,48.8,44.9,40.7,20.8,49.42212718,5.052412881
335,155,194.2,437.1,34842,51881,20.5,19.27487905,"(34218.1, 37413.8]",46,43.6,47.5,"Henry County, Virginia",2.32,52,12.8,40.7,,5.1,34.1,7.3,49.9,10,59.8,,33.9,42.9,22.2,47.92326567,6.007452513
12,5,111.3,327,38636,2214,14.6,0,"(37413.8, 40362.7]",59,60.2,58.2,"Highland County, Virginia",2.1,63.1,16.1,33.9,,16.9,38.6,14.6,51.3,1.1,69.4,34,27.4,39.3,9.7,53.59477124,10.79136691
205,88,200.6,460.2,64350,36314,10.2,0,"(61494.5, 125635]",44.5,43.4,46,"Isle of Wight County, Virginia",2.57,58.1,14.1,36.2,,7.5,27.7,17.3,59.4,8.3,76.5,57.5,48,29.2,12.6,59.93899339,3.667228197
410,159,149,423,75926,73147,7.9,27.34220132,"(61494.5, 125635]",45.4,43.4,46.7,"James City County, Virginia",2.49,58.3,13.5,31.2,,15,21.1,26.5,54.7,5.1,81.1,57.8,45.2,30.5,10.7,57.275,4.819607038
38,18,180.3,383.4,46331,7158,14.8,0,"(45201, 48021.6]",45.9,42.8,48.4,"King and Queen County, Virginia",2.46,53.7,20.9,41,,2,41.1,12.5,57,5.5,65.7,50.8,44.5,31.9,16.7,49.61990325,9.290030211
108,41,195.7,491.5,76206,25515,7.5,0,"(61494.5, 125635]",36.6,36.3,37.3,"King George County, Virginia",2.96,56.6,11.3,43.6,,12.4,30.3,19,63.6,7.4,83.5,67,55.6,20.9,7.9,61.9525003,6.194544857
90,32,187.4,514.8,64305,16269,8.8,0,"(61494.5, 125635]",40.7,40,41.5,"King William County, Virginia",2.66,58.5,5.7,36.6,,9.3,39.4,12.5,63,5.4,75.6,62.7,55.5,25.5,13.5,60.48707753,6.631716907
101,48,190.6,446.8,45827,10965,13.7,0,"(45201, 48021.6]",55.6,53.4,57.2,"Lancaster County, Virginia",2.13,51.4,10.2,46.6,,10.8,32.8,15.3,48.6,7.9,71,,32.4,42.9,15.5,44.2680093,4.297328688
107,73,224.2,330.5,31429,24742,26.6,0,"[22640, 34218.1]",42.8,40.3,46.2,"Lee County, Virginia",2.52,49.8,21.4,22.9,,6.5,33.6,7.6,37.9,12,52.5,35.4,30.3,48.8,26.3,51.50873478,6.208251473
